isBasicEconomy,isRefundable,isNonStop,totalFare,departure_hour,departure_day,departure_month,days_to_departure,DISTANCE
False,False,True,308.6,23,Friday,10,41,5615
False,False,False,303.2,1,Saturday,6,14,1902
True,False,True,68.6,10,Tuesday,8,33,634
False,False,False,886.1,14,Monday,7,22,329
False,False,False,406.6,17,Wednesday,10,42,1457
False,False,False,375.2,12,Friday,6,36,2064
False,False,False,488.6,10,Thursday,5,26,2205
False,False,False,194.58,19,Friday,8,37,958
False,False,False,837.2,13,Saturday,5,9,1458
False,False,True,513.6,15,Tuesday,9,44,920
True,False,True,213.6,14,Sunday,9,28,8885
False,False,False,173.96,10,Tuesday,5,24,2230
False,False,False,157.6,17,Tuesday,10,46,9171
False,False,True,206.6,10,Monday,9,43,587
True,False,False,237.6,11,Saturday,9,5,397
False,False,False,611.6,18,Monday,5,8,54
False,False,False,151.1,14,Wednesday,10,45,7083
False,False,False,446.6,12,Sunday,5,9,1810
False,False,True,313.6,16,Tuesday,6,40,458
False,False,True,410.6,18,Tuesday,7,10,78
False,False,False,214.6,12,Saturday,6,34,4749
False,False,False,397.1,21,Thursday,10,35,772
False,False,False,266.59,17,Wednesday,10,26,3426
False,False,False,273.58,19,Wednesday,7,32,6990
True,False,True,120.1,3,Friday,11,41,678
True,False,False,158.7,1,Sunday,9,52,1040
False,False,False,153.58,10,Monday,8,23,1139
False,False,False,571.6,19,Tuesday,10,14,1004
False,False,False,548.6,6,Monday,8,37,3389
False,False,True,678.6,19,Thursday,8,4,3706
False,False,True,128.6,10,Monday,8,10,9478
False,False,False,222.58,10,Sunday,7,33,3772
False,False,False,144.1,12,Tuesday,8,39,3539
False,False,False,327.19,18,Saturday,5,14,1013
False,False,False,706.1,11,Friday,8,10,6046
False,False,True,407.1,15,Friday,6,10,5256
True,False,False,146.1,22,Friday,9,32,7121
False,False,True,308.6,21,Friday,5,27,4109
False,False,False,224.6,10,Tuesday,10,3,1601
False,False,False,357.1,14,Sunday,9,43,299
False,False,False,544.6,3,Wednesday,10,52,2076
False,False,False,244.6,17,Wednesday,7,55,705
False,False,True,333.6,21,Sunday,6,28,1650
False,False,False,106.58,17,Wednesday,10,31,1286
False,False,False,310.6,20,Wednesday,6,59,6658
False,False,False,601.61,17,Tuesday,5,4,632
False,False,False,579.7,20,Tuesday,11,38,2978
False,False,False,551.6,3,Saturday,9,55,7363
False,False,True,238.6,14,Saturday,8,31,806
False,False,False,477.7,20,Friday,8,7,1919
False,False,False,332.2,11,Saturday,6,47,443
False,False,False,412.2,21,Wednesday,6,20,270
False,False,True,83.6,13,Saturday,9,24,1243
False,False,False,837.2,10,Sunday,6,23,771
False,False,True,158.6,17,Monday,8,39,1590
False,False,False,257.6,10,Wednesday,9,7,377
True,False,False,315.19,11,Wednesday,10,16,1482
False,False,False,505.1,11,Tuesday,8,40,4983
False,False,True,168.59,13,Saturday,9,57,1577
True,False,False,97.6,13,Wednesday,9,53,269
True,False,True,139.6,18,Tuesday,9,19,3705
False,False,False,337.6,4,Tuesday,8,19,863
True,False,False,119.1,20,Tuesday,5,21,499
False,False,False,157.6,21,Thursday,8,54,4959
False,False,False,351.59,20,Saturday,7,52,1224
False,False,False,637.2,11,Tuesday,11,45,3787
False,False,False,312.6,13,Tuesday,9,46,4175
False,False,False,664.59,17,Thursday,6,22,2348
False,False,False,376.6,19,Friday,7,37,743
False,False,False,276.6,18,Saturday,10,10,2608
False,False,True,220.6,1,Monday,6,45,382
False,False,True,77.59,22,Thursday,9,8,7199
False,False,False,257.6,21,Friday,9,37,229
True,False,True,193.6,12,Wednesday,9,5,5106
False,False,False,510.1,12,Tuesday,10,51,617
False,False,True,428.6,23,Saturday,10,14,901
False,False,False,327.6,10,Friday,9,50,2558
False,False,True,373.6,13,Monday,9,5,8720
False,False,False,516.61,15,Thursday,5,3,22
False,False,True,458.6,6,Sunday,7,32,4727
True,False,True,78.6,4,Tuesday,11,40,1370
False,False,False,815.6,22,Sunday,10,16,1492
True,False,False,511.6,10,Sunday,9,8,1721
False,False,True,508.6,13,Monday,6,43,1275
False,False,False,257.6,14,Tuesday,9,4,7201
True,False,False,112.6,9,Tuesday,10,22,1086
False,False,False,197.6,17,Monday,6,7,1074
False,False,True,1178.6,12,Saturday,7,12,3729
False,False,True,258.6,19,Thursday,9,27,1504
False,False,True,244.6,23,Monday,7,44,596
False,False,True,253.61,20,Sunday,7,35,1069
False,False,True,268.6,11,Thursday,9,2,8360
True,False,True,138.6,16,Tuesday,8,3,1989
False,False,False,627.4,22,Thursday,7,50,212
False,False,True,443.6,10,Sunday,7,52,6572
False,False,False,366.1,21,Saturday,6,47,238
False,False,False,232.6,12,Sunday,6,41,1216
False,False,False,347.21,0,Tuesday,7,7,474
True,False,False,112.6,20,Saturday,9,56,3709
True,False,False,150.6,13,Wednesday,11,42,946
False,False,True,348.6,21,Thursday,6,37,118
True,False,False,165.1,19,Tuesday,10,18,1535
False,False,False,487.6,21,Thursday,6,42,837
False,False,False,232.6,12,Monday,9,36,5264
True,False,True,183.6,17,Wednesday,9,28,1624
False,False,False,328.6,19,Friday,9,23,6580
True,False,True,140.6,0,Thursday,10,32,4951
False,False,False,107.6,16,Thursday,5,23,210
False,False,False,694.6,15,Monday,5,21,8123
False,False,False,431.1,18,Thursday,6,31,501
False,False,False,467.6,6,Thursday,9,57,1208
False,False,False,76.58,17,Saturday,10,34,684
False,False,False,327.6,10,Thursday,10,39,748
False,False,False,447.6,18,Tuesday,7,9,8465
False,False,True,298.6,11,Tuesday,6,2,5286
False,False,False,569.21,6,Saturday,7,2,645
False,False,False,338.6,21,Friday,4,1,1214
False,False,False,241.6,11,Tuesday,5,5,2927
False,False,True,153.6,11,Wednesday,5,4,1897
False,False,False,517.2,2,Sunday,5,6,7808
False,False,False,180.1,9,Thursday,5,9,589
False,False,True,228.1,0,Monday,5,21,8625
False,False,False,486.08,23,Thursday,9,27,655
False,False,False,552.7,0,Friday,8,55,642
False,False,False,415.61,15,Tuesday,9,23,213
True,False,False,273.98,20,Thursday,9,10,4536
False,False,False,357.1,17,Sunday,9,15,7231
True,False,True,111.6,17,Wednesday,8,41,4180
False,False,True,215.6,15,Friday,11,34,6733
True,False,False,103.6,16,Tuesday,11,31,1082
False,False,False,465.61,10,Saturday,7,12,1183
False,False,False,262.61,21,Tuesday,4,2,1372
False,False,False,293.1,6,Saturday,6,4,1421
False,False,False,496.1,17,Thursday,6,35,4750
False,False,False,507.2,23,Thursday,7,23,3480
True,False,True,133.6,16,Wednesday,10,44,1174
False,False,False,282.6,14,Friday,8,35,4176
True,False,False,373.7,18,Thursday,9,1,95
False,False,False,255.2,16,Tuesday,8,22,147
False,False,False,337.6,10,Thursday,7,4,1640
False,False,False,207.6,13,Thursday,6,33,798
False,False,True,158.6,23,Wednesday,8,11,0
False,False,False,326.6,19,Saturday,5,4,1830
False,False,False,120.61,9,Monday,9,12,1269
False,False,False,312.6,6,Wednesday,8,40,796
True,False,False,225.1,21,Saturday,9,34,5581
False,False,False,1450.71,17,Friday,10,24,8133
False,False,False,492.2,12,Saturday,9,53,4194
False,False,False,314.6,20,Sunday,8,24,2793
False,False,False,637.2,13,Sunday,8,44,1833
True,False,False,177.61,21,Wednesday,11,38,4389
False,False,True,418.6,7,Sunday,7,25,8642
False,False,False,477.2,10,Sunday,10,19,854
False,False,False,266.2,12,Friday,8,33,4864
False,False,True,349.6,18,Sunday,8,29,7894
True,False,False,108.6,12,Tuesday,9,41,588
False,False,False,188.59,20,Monday,9,9,2958
False,False,True,368.6,10,Thursday,6,27,5182
False,False,False,271.31,19,Wednesday,11,33,1474
True,False,False,198.6,23,Wednesday,10,29,911
False,False,False,403.1,22,Saturday,8,52,1222
False,False,False,520.11,14,Monday,10,37,637
False,False,False,645.61,15,Sunday,7,26,1759
False,False,True,110.1,20,Wednesday,8,30,8865
False,False,False,577.6,19,Saturday,7,28,820
False,False,False,566.59,12,Sunday,6,9,1282
False,False,False,478.61,14,Tuesday,7,28,157
False,False,True,358.6,17,Saturday,10,22,603
False,False,False,703.19,13,Saturday,8,25,1446
True,False,False,337.21,1,Thursday,8,23,985
True,False,False,203.6,12,Thursday,10,31,863
False,False,False,417.6,6,Tuesday,6,32,3966
False,False,True,208.61,20,Sunday,8,38,2596
True,False,False,108.6,12,Saturday,11,42,1614
False,False,True,137.1,12,Sunday,8,57,3863
False,False,False,127.6,12,Saturday,10,24,3546
False,False,False,390.6,1,Monday,7,9,3068
False,False,False,288.6,15,Wednesday,10,20,851
False,False,True,478.6,14,Monday,8,25,584
False,False,True,269.6,20,Monday,9,27,689
True,False,True,340.1,13,Friday,9,54,2524
False,False,False,157.6,19,Saturday,5,33,4571
False,False,False,253.6,19,Friday,7,10,1637
False,False,False,265.69,10,Saturday,9,46,4415
False,False,False,254.61,11,Friday,9,43,1460
False,False,False,228.6,6,Tuesday,9,59,1646
False,False,False,185.78,13,Tuesday,5,11,929
True,False,False,200.6,15,Tuesday,8,6,617
False,False,True,213.98,12,Sunday,10,40,5123
False,False,False,368.6,14,Saturday,8,46,527
False,False,False,181.6,13,Tuesday,9,51,4642
False,False,False,128.58,13,Friday,6,48,1047
False,False,False,267.6,10,Monday,10,7,471
False,False,False,448.6,23,Tuesday,5,4,2619
False,False,False,225.1,10,Saturday,8,29,4757
False,False,False,541.6,6,Monday,5,11,1946
False,False,False,479.62,4,Monday,6,23,203
False,False,False,297.6,18,Monday,9,37,447
False,False,False,571.2,16,Monday,8,10,2556
False,False,False,135.58,15,Saturday,10,37,747
True,False,False,267.6,10,Wednesday,6,3,4918
False,False,False,181.6,11,Tuesday,4,9,4317
False,False,False,398.6,5,Saturday,6,49,7270
False,False,False,180.58,14,Friday,7,7,1602
False,False,False,370.6,10,Friday,7,5,6066
False,False,False,548.61,12,Monday,7,17,1925
False,False,True,443.6,21,Saturday,7,24,4755
False,False,False,247.6,15,Tuesday,9,38,202
False,False,False,427.6,17,Friday,10,27,1538
False,False,True,775.9,11,Monday,7,43,1814
True,False,False,166.6,16,Monday,10,31,1227
False,False,True,348.6,20,Friday,6,7,778
False,False,False,95.58,2,Saturday,9,41,315
False,False,True,118.6,23,Tuesday,9,26,319
True,False,False,151.1,11,Tuesday,11,45,2283
False,False,False,714.6,10,Thursday,7,38,6044
False,False,True,164.6,10,Friday,5,24,5981
False,False,False,343.89,16,Wednesday,8,52,5352
False,False,False,202.08,10,Wednesday,8,8,3656
False,False,False,448.19,19,Friday,8,38,1367
False,False,False,501.61,12,Monday,9,22,4128
False,False,False,176.11,10,Tuesday,6,4,1409
False,False,False,549.58,13,Tuesday,6,4,2305
True,False,False,277.6,19,Monday,9,20,1134
False,False,True,244.6,21,Thursday,10,41,447
False,False,True,248.6,20,Tuesday,9,37,6451
False,False,False,209.58,20,Wednesday,7,16,1661
False,False,False,150.6,19,Wednesday,10,25,1075
False,False,False,163.98,20,Tuesday,8,43,601
False,False,False,587.6,15,Saturday,7,34,521
False,False,False,126.1,21,Wednesday,8,34,1976
False,False,True,228.6,15,Sunday,6,59,1979
False,False,False,308.6,21,Thursday,11,33,1710
False,False,False,418.6,12,Tuesday,8,4,545
False,False,False,337.61,6,Tuesday,8,54,6829
False,False,True,249.35,1,Sunday,8,5,4401
False,False,False,182.6,12,Tuesday,9,10,1102
False,False,True,298.6,20,Thursday,8,2,2001
False,False,False,487.6,3,Tuesday,5,9,2057
False,False,True,143.6,23,Saturday,5,26,1010
True,False,True,102.6,2,Wednesday,8,31,1181
False,False,False,399.6,14,Tuesday,5,19,1540
False,False,False,143.2,13,Wednesday,6,35,3725
False,False,False,797.1,14,Monday,8,44,2656
False,False,False,274.61,17,Friday,8,9,1600
False,False,True,205.6,16,Thursday,6,27,6682
False,False,False,617.2,12,Saturday,8,41,2262
False,False,False,527.21,18,Tuesday,6,6,2194
False,False,False,242.6,14,Friday,6,9,5348
False,False,False,277.58,12,Saturday,6,9,984
False,False,False,380.2,17,Wednesday,6,27,7853
False,False,True,298.6,15,Sunday,8,38,571
False,False,False,351.6,19,Friday,8,3,4753
False,False,False,268.6,12,Tuesday,6,14,4625
True,False,False,178.6,19,Saturday,11,33,4505
False,False,False,217.61,18,Monday,6,33,1227
False,False,False,211.6,14,Monday,6,15,339
True,False,True,78.6,22,Tuesday,9,23,591
False,False,False,375.6,13,Friday,4,1,1047
True,False,False,176.7,13,Wednesday,9,16,4139
False,False,False,139.59,5,Friday,9,22,936
False,False,False,202.6,13,Wednesday,8,11,1692
False,False,True,153.6,12,Wednesday,8,3,3533
False,False,False,253.6,11,Sunday,8,3,646
False,False,False,534.09,12,Tuesday,9,42,1451
False,False,False,247.6,10,Wednesday,10,33,1282
False,False,True,158.6,21,Friday,7,41,8666
False,False,False,438.6,14,Monday,9,16,3854
False,False,False,507.2,17,Sunday,9,58,2413
True,False,False,297.2,0,Sunday,9,13,3782
False,False,False,271.58,1,Wednesday,6,52,123
False,False,False,579.1,17,Tuesday,8,18,3563
False,False,True,138.6,13,Sunday,8,40,1685
False,False,True,253.11,13,Thursday,6,52,1013
False,False,False,298.6,13,Saturday,7,42,717
False,False,False,350.1,14,Wednesday,5,21,1474
False,False,False,218.58,2,Sunday,7,25,20
False,False,False,681.6,5,Friday,7,27,2586
False,False,False,1310.6,13,Sunday,5,2,4045
False,False,False,663.14,12,Monday,5,27,1530
False,False,False,179.61,11,Tuesday,10,40,1798
False,False,False,456.61,12,Thursday,9,51,2877
True,False,False,111.6,15,Monday,11,35,1182
False,False,True,307.1,11,Saturday,8,6,861
False,False,False,447.2,12,Sunday,10,12,1739
False,False,False,247.58,10,Saturday,6,17,5492
False,False,False,436.6,20,Friday,5,31,6737
False,False,False,337.6,19,Saturday,5,23,5690
False,False,False,171.6,22,Wednesday,9,25,2413
True,False,False,364.69,1,Wednesday,8,1,1306
False,False,True,458.6,12,Sunday,7,25,961
False,False,True,213.6,13,Thursday,10,29,3095
True,False,True,123.61,2,Friday,8,41,348
False,False,False,119.58,16,Wednesday,7,39,1099
False,False,True,128.6,10,Thursday,9,40,8642
False,False,False,426.6,12,Thursday,11,37,795
True,False,False,152.19,13,Tuesday,10,37,131
False,False,False,526.6,6,Friday,9,48,1114
False,False,True,188.6,18,Tuesday,8,29,8068
False,False,True,148.6,16,Wednesday,10,7,2463
False,False,False,539.6,10,Friday,6,48,2096
False,False,False,548.6,16,Thursday,6,36,1679
False,False,False,507.6,21,Sunday,7,11,1595
True,False,False,177.61,13,Tuesday,8,16,667
False,False,False,415.1,14,Tuesday,9,27,190
False,False,False,458.6,19,Tuesday,5,3,4205
False,False,True,205.6,21,Saturday,5,14,6001
False,False,False,402.2,12,Friday,5,12,3347
False,False,False,351.6,12,Saturday,6,5,2477
False,False,False,448.6,12,Wednesday,6,44,1282
False,False,True,228.6,0,Saturday,10,8,1403
True,False,True,103.6,0,Wednesday,9,27,3220
False,False,True,188.6,21,Friday,10,22,402
False,False,False,549.61,1,Tuesday,8,4,4252
False,False,True,172.6,13,Saturday,6,30,101
False,False,False,133.58,20,Thursday,8,10,1162
False,False,False,561.6,22,Monday,6,49,584
False,False,False,221.71,2,Tuesday,8,28,1977
False,False,False,641.7,21,Monday,10,44,37
False,False,False,242.2,11,Monday,5,11,3989
False,False,False,568.59,16,Sunday,7,30,1045
False,False,True,388.6,16,Monday,5,24,1539
False,False,True,306.6,18,Saturday,6,4,4143
False,False,True,361.6,12,Tuesday,8,3,2207
False,False,False,188.58,4,Sunday,10,36,3624
False,False,False,162.6,16,Tuesday,8,19,1901
False,False,False,358.6,17,Friday,9,28,1456
False,False,False,262.61,15,Tuesday,9,29,5591
False,False,False,345.58,12,Monday,10,25,4148
False,False,False,487.2,3,Saturday,8,38,2506
False,False,True,298.6,17,Monday,9,22,2544
False,False,False,542.6,19,Saturday,8,43,3760
False,False,True,191.6,22,Wednesday,6,27,4168
True,False,False,84.6,15,Tuesday,11,44,4156
True,False,False,367.2,23,Sunday,9,24,8260
False,False,True,248.6,23,Thursday,6,32,719
False,False,False,169.58,16,Wednesday,6,14,1993
True,False,False,228.2,20,Tuesday,10,42,2265
False,False,False,307.6,20,Friday,6,36,4355
False,False,True,429.6,22,Saturday,6,9,2402
False,False,False,391.11,5,Tuesday,8,37,397
False,False,False,391.7,15,Thursday,9,53,1081
False,False,True,408.6,17,Monday,8,46,1661
True,False,False,202.2,19,Wednesday,10,27,5048
False,False,True,263.6,20,Wednesday,8,25,2582
False,False,True,248.6,12,Friday,5,24,8641
False,False,False,508.2,1,Saturday,7,48,925
False,False,False,418.6,12,Friday,8,36,3443
True,False,False,247.7,10,Thursday,10,27,670
False,False,True,673.6,22,Saturday,5,1,1438
False,False,False,561.21,15,Monday,6,46,5130
False,False,False,447.6,21,Tuesday,5,15,1860
False,False,False,233.6,16,Tuesday,8,43,6901
False,False,False,345.6,16,Friday,8,39,1719
False,False,False,438.21,19,Thursday,6,18,4780
False,False,False,501.1,2,Sunday,10,30,2085
True,False,False,232.2,16,Wednesday,8,16,2225
False,False,False,359.58,4,Friday,7,12,1341
False,False,False,402.2,10,Sunday,7,43,6871
True,False,False,317.6,17,Thursday,8,11,4502
False,False,True,198.6,15,Wednesday,7,17,1679
False,False,False,357.6,10,Saturday,8,53,3107
False,False,False,298.6,5,Wednesday,9,31,466
False,False,False,269.58,16,Monday,6,7,6878
True,False,True,104.35,12,Monday,7,9,4194
False,False,False,456.1,21,Sunday,6,44,4635
True,False,False,92.6,21,Friday,7,41,6219
False,False,False,361.6,11,Friday,4,2,5313
False,False,False,487.6,6,Thursday,7,55,3095
False,False,True,278.6,9,Tuesday,7,34,7408
False,False,False,253.6,13,Wednesday,8,31,2118
True,False,True,208.61,16,Monday,9,17,1051
False,False,False,567.09,14,Monday,8,49,8781
False,False,True,233.6,23,Saturday,6,1,1803
False,False,False,346.62,4,Tuesday,7,27,8036
False,False,True,468.61,14,Wednesday,6,26,5845
False,False,False,361.6,17,Tuesday,6,40,1415
False,False,False,558.6,6,Friday,9,1,114
False,False,False,360.6,20,Wednesday,7,51,976
False,False,True,613.6,16,Thursday,7,1,357
False,False,False,573.6,5,Wednesday,6,34,5092
False,False,False,461.2,12,Monday,8,28,6312
False,False,True,173.6,16,Sunday,9,25,1230
False,False,False,73.58,10,Monday,9,60,1677
False,False,False,462.2,13,Sunday,8,34,6958
False,False,False,437.61,18,Tuesday,8,36,4564
True,False,False,379.1,11,Tuesday,10,34,557
False,False,False,141.61,18,Tuesday,11,48,1486
True,False,False,192.19,18,Tuesday,6,23,916
False,False,False,474.15,12,Saturday,9,45,3823
False,False,False,351.6,15,Tuesday,7,19,88
False,False,False,348.61,17,Thursday,8,53,1114
False,False,True,118.6,2,Sunday,8,32,902
False,False,False,232.6,11,Friday,6,9,3737
True,False,False,217.61,11,Wednesday,9,13,5313
False,False,False,551.61,20,Wednesday,8,24,1126
False,False,False,437.1,10,Wednesday,10,25,5221
False,False,False,237.1,16,Wednesday,10,27,1179
False,False,False,497.7,0,Tuesday,9,36,4579
False,False,False,468.6,17,Monday,9,23,544
False,False,False,601.61,20,Wednesday,6,14,817
False,False,False,471.1,18,Friday,7,34,7698
False,False,False,216.58,23,Sunday,8,32,7275
False,False,False,338.6,10,Thursday,8,28,1387
False,False,False,505.6,13,Tuesday,9,11,1836
False,False,False,474.6,10,Tuesday,7,33,6321
True,False,False,261.7,23,Friday,10,16,4146
False,False,False,461.6,23,Saturday,8,35,637
False,False,True,178.6,20,Monday,5,20,5743
False,False,False,390.2,10,Friday,9,21,3945
True,False,False,183.19,2,Wednesday,7,18,4325
False,False,True,388.59,22,Thursday,6,55,1358
False,False,False,397.6,5,Sunday,6,2,3615
False,False,False,321.6,19,Wednesday,8,31,2733
False,False,False,253.6,23,Wednesday,6,2,2366
False,False,True,248.6,21,Thursday,5,23,1365
False,False,False,321.7,17,Thursday,8,53,5505
False,False,False,618.59,21,Wednesday,6,12,1921
False,False,False,401.6,14,Thursday,8,33,1222
False,False,False,335.1,12,Monday,9,11,1004
False,False,True,213.6,2,Monday,8,37,1802
False,False,False,242.2,10,Friday,9,50,4148
False,False,True,308.6,18,Thursday,7,11,6831
False,False,True,202.6,11,Wednesday,6,4,1311
False,False,False,441.6,5,Wednesday,8,16,1139
True,False,False,213.1,14,Tuesday,9,24,1008
False,False,False,162.21,0,Wednesday,10,30,998
False,False,False,651.6,7,Friday,6,35,4443
False,False,False,539.1,20,Wednesday,9,52,2041
False,False,True,228.6,12,Thursday,6,42,637
True,False,False,197.2,13,Tuesday,10,26,3874
False,False,True,178.6,20,Thursday,5,31,7071
True,False,False,102.6,19,Wednesday,8,6,642
False,False,False,490.1,17,Tuesday,7,19,273
False,False,True,103.6,10,Saturday,10,38,1796
False,False,False,707.6,22,Sunday,5,10,1358
False,False,True,208.61,1,Monday,10,39,3597
False,False,True,158.6,21,Thursday,8,45,5291
False,False,False,412.1,23,Friday,9,8,6892
False,False,False,408.6,17,Friday,5,32,1638
False,False,False,303.62,17,Wednesday,8,3,6994
False,False,False,227.6,20,Tuesday,9,25,4661
False,False,True,215.6,17,Tuesday,9,40,1340
False,False,True,468.59,17,Thursday,7,46,5844
False,False,False,632.7,13,Friday,6,2,5572
False,False,False,371.6,12,Tuesday,7,53,1020
True,False,False,149.6,10,Saturday,6,27,4568
False,False,False,350.1,11,Tuesday,4,3,977
False,False,False,317.6,12,Thursday,9,4,3113
False,False,False,363.6,23,Friday,8,24,3139
False,False,False,238.58,15,Tuesday,8,10,8260
False,False,False,346.61,5,Friday,9,47,2348
False,False,False,225.58,11,Sunday,8,30,1318
False,False,False,407.6,16,Tuesday,6,47,2659
False,False,False,301.21,13,Sunday,6,36,841
False,False,False,527.6,17,Sunday,7,19,5259
False,False,True,258.6,18,Thursday,5,8,2885
False,False,False,454.2,21,Sunday,10,15,4715
False,False,True,299.6,15,Sunday,5,8,590
False,False,False,125.58,16,Tuesday,10,32,180
True,False,False,215.6,23,Tuesday,5,22,551
False,False,False,90.08,10,Thursday,9,26,199
False,False,False,97.58,1,Sunday,8,18,541
False,False,False,217.2,5,Tuesday,10,11,1553
False,False,False,516.11,22,Sunday,7,49,3472
False,False,False,399.1,12,Friday,7,28,3863
True,False,True,148.6,14,Tuesday,8,41,1415
False,False,False,526.11,15,Wednesday,7,33,3323
False,False,False,168.6,10,Monday,8,50,7113
False,False,False,420.6,5,Tuesday,8,30,7403
False,False,False,374.61,2,Monday,10,15,596
False,False,False,427.6,10,Thursday,9,1,2597
False,False,False,467.2,18,Tuesday,7,50,1107
False,False,False,305.7,15,Thursday,9,41,222
False,False,False,448.6,23,Monday,4,6,47
False,False,False,561.61,20,Monday,4,9,3910
False,False,False,247.2,2,Friday,8,35,1231
False,False,False,222.6,11,Friday,10,33,4004
False,False,False,75.58,11,Saturday,9,31,6305
False,False,False,277.6,19,Thursday,9,10,4755
True,False,True,118.6,1,Saturday,8,7,4722
False,False,True,125.61,12,Wednesday,5,7,5845
False,False,False,340.1,15,Sunday,10,37,4981
False,False,False,476.11,17,Thursday,8,60,89
False,False,False,618.6,17,Wednesday,7,13,5365
True,False,True,198.6,17,Monday,10,22,1273
False,False,False,468.6,22,Friday,7,18,1805
False,False,False,269.6,5,Wednesday,9,55,816
False,False,True,198.6,2,Friday,10,46,1521
True,False,False,202.2,13,Friday,6,12,908
False,False,False,544.2,22,Friday,7,51,241
False,False,False,221.6,19,Wednesday,7,16,2877
False,False,False,156.6,17,Friday,8,45,1626
False,False,True,178.6,14,Wednesday,8,28,492
False,False,False,156.1,21,Wednesday,8,15,1274
False,False,False,297.45,13,Monday,6,44,4860
False,False,True,123.98,15,Thursday,9,8,3742
False,False,False,251.1,11,Saturday,7,20,3913
False,False,False,1428.6,6,Monday,8,37,1555
False,False,False,109.59,23,Thursday,10,33,2952
False,False,False,527.21,1,Sunday,8,47,795
False,False,False,457.6,1,Tuesday,10,25,447
True,False,True,148.6,10,Wednesday,6,38,2364
False,False,False,397.19,11,Friday,10,17,1123
False,False,False,399.6,2,Sunday,10,34,3823
False,False,False,287.2,20,Monday,9,51,1018
False,False,False,167.6,14,Thursday,7,2,301
False,False,False,541.59,15,Monday,5,43,833
False,False,False,287.6,14,Wednesday,7,26,3660
False,False,True,198.6,11,Thursday,5,35,4206
False,False,False,422.2,5,Thursday,9,59,4325
False,False,True,54.6,11,Friday,7,49,3932
True,False,False,140.6,17,Tuesday,11,30,6365
False,False,False,474.6,19,Saturday,8,33,1420
False,False,True,298.59,20,Monday,6,30,6328
False,False,False,436.6,12,Sunday,10,1,2113
False,False,False,447.6,15,Wednesday,6,35,1986
False,False,False,328.6,12,Thursday,8,36,1417
False,False,False,538.6,18,Thursday,7,34,4009
False,False,False,154.07,13,Saturday,7,35,1970
False,False,False,445.4,15,Thursday,8,40,2947
False,False,False,294.6,22,Thursday,8,11,2511
False,False,False,351.6,12,Saturday,6,4,7296
False,False,False,441.6,17,Tuesday,8,6,2486
False,False,False,967.1,10,Monday,5,18,2042
True,False,False,207.2,16,Saturday,9,55,1638
False,False,False,467.6,11,Saturday,6,10,113
False,False,True,698.59,20,Sunday,6,23,7961
False,False,False,238.19,18,Tuesday,8,28,500
False,False,True,298.6,17,Monday,10,9,1906
False,False,True,62.59,21,Monday,8,39,524
False,False,True,308.6,14,Wednesday,7,34,6760
False,False,False,667.19,13,Thursday,5,11,555
False,False,False,512.2,12,Saturday,8,52,1347
False,False,False,272.19,11,Sunday,9,16,1258
False,False,False,339.21,23,Friday,6,35,4601
True,False,False,194.1,11,Saturday,10,44,2079
False,False,False,417.2,10,Friday,5,21,130
False,False,False,416.1,15,Friday,9,19,8166
False,False,True,208.61,12,Friday,9,17,4890
False,False,False,416.1,15,Thursday,10,26,5964
False,False,False,672.6,13,Sunday,6,38,1896
True,False,True,98.6,1,Wednesday,8,29,1389
True,False,True,78.6,11,Tuesday,9,32,472
False,False,True,208.61,3,Saturday,6,23,793
False,False,False,217.2,10,Thursday,8,46,3294
False,False,True,137.6,19,Friday,5,14,1354
False,False,True,398.6,13,Monday,6,3,6129
False,False,False,505.2,6,Friday,8,54,1062
False,False,False,468.6,5,Sunday,9,2,178
False,False,True,208.61,17,Saturday,7,33,542
False,False,False,488.19,16,Friday,6,7,1797
True,False,False,197.6,20,Saturday,8,17,366
False,False,False,458.6,20,Thursday,7,33,3868
True,False,False,111.6,12,Wednesday,10,47,2244
False,False,True,248.6,6,Monday,10,44,4928
False,False,False,341.6,0,Tuesday,8,23,1447
False,False,False,610.71,3,Tuesday,5,7,1345
False,False,False,276.1,5,Tuesday,8,50,153
False,False,False,349.58,6,Thursday,6,11,726
False,False,True,38.59,20,Wednesday,11,45,477
False,False,False,466.1,14,Wednesday,9,52,1748
False,False,False,656.6,11,Sunday,6,59,4841
False,False,False,207.58,17,Sunday,9,5,8
False,False,False,461.6,12,Thursday,7,53,904
False,False,False,354.78,5,Monday,6,5,4185
False,False,True,322.6,21,Friday,8,7,1156
True,False,False,215.6,10,Thursday,9,20,2318
False,False,True,458.6,10,Monday,6,4,8259
False,False,False,650.1,1,Saturday,8,51,4515
False,False,True,484.6,6,Thursday,6,46,8049
False,False,False,411.61,10,Wednesday,9,12,3638
False,False,False,446.6,6,Thursday,7,56,1059
False,False,False,191.1,23,Monday,7,3,888
False,False,False,437.6,12,Monday,9,5,915
False,False,True,348.6,14,Wednesday,9,4,7212
False,False,False,357.1,0,Sunday,10,31,1216
False,False,False,225.6,12,Wednesday,6,18,141
False,False,False,227.1,21,Tuesday,7,44,5832
False,False,False,777.61,15,Thursday,6,12,2212
False,False,False,594.6,15,Monday,8,36,5392
False,False,False,430.6,19,Sunday,7,7,2275
False,False,False,247.2,17,Thursday,9,40,2542
False,False,False,516.1,13,Tuesday,11,43,878
False,False,False,376.6,16,Monday,9,33,567
